2025-07-28 08:32:29,748 - orchestrator - INFO - register_robot_service:124 - Registered robot service: meca
2025-07-28 08:32:29,750 - orchestrator - INFO - register_robot_service:124 - Registered robot service: ot2
2025-07-28 08:32:29,752 - orchestrator - INFO - register_protocol_service:129 - Registered protocol execution service
2025-07-28 08:32:34,807 - orchestrator - INFO - start:141 - RobotOrchestrator service started
2025-07-28 08:32:34,809 - command_service - INFO - _on_start:134 - Starting Robot command service...
2025-07-28 09:58:48,034 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:58:53,037 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:58:58,041 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:03,045 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:08,063 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:13,066 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:18,069 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:23,072 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:28,074 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:33,077 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:38,082 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:43,085 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:48,086 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:53,088 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 09:59:58,091 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:03,093 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:08,102 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:13,104 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:18,106 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:23,108 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:28,110 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:33,113 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:38,131 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:43,135 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:48,138 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:53,141 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:00:58,144 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:03,146 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:08,153 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:13,156 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:18,158 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:23,160 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:28,163 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:33,165 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:38,175 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:43,178 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:48,180 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:53,181 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:01:58,183 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:03,186 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:08,202 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:13,205 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:18,208 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:23,211 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:28,214 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:33,215 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:38,220 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:43,224 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:48,227 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:53,233 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:02:58,250 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:03,254 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:08,272 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:13,279 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:18,282 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:23,284 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:28,287 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:33,293 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:38,314 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:43,318 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:48,321 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:53,327 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:03:58,334 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:03,339 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:08,353 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:13,385 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:18,406 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:23,410 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:28,415 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:33,423 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:38,440 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:43,445 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:48,450 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:53,455 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:04:58,460 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:03,462 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:08,476 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:13,478 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:18,480 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:23,484 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:28,487 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:33,490 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:38,494 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:43,497 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:48,504 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:53,508 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:05:58,557 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:03,585 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:08,601 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:13,619 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:18,626 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:23,638 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:28,643 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:33,745 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:38,756 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:43,762 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:48,770 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:53,783 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:06:58,788 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:03,791 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:08,796 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:13,800 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:18,804 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:23,808 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:28,823 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:33,832 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:38,849 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:43,855 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:48,858 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:53,863 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:07:58,867 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:03,871 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:08,875 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:13,879 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:18,882 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:23,896 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:28,907 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:33,910 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:38,925 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:43,930 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:48,934 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:53,936 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:08:58,939 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:03,942 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:08,953 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:13,955 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:18,958 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:23,960 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:28,962 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:33,964 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:38,973 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:43,975 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:48,978 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:53,980 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:09:58,984 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:03,987 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:08,990 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:13,993 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:18,995 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:23,997 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:28,999 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:34,002 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:39,006 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:44,008 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:49,010 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:54,010 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:10:59,013 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:04,015 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:09,028 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:14,030 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:19,033 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:24,036 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:29,039 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:34,042 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:39,055 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:44,058 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:49,060 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:54,062 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:11:59,065 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:04,068 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:09,085 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:14,091 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:19,096 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:24,137 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:29,147 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:34,158 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:39,186 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:44,195 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:49,214 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:54,240 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:12:59,259 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:04,271 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:09,290 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:14,305 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:19,312 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:24,333 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:29,342 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:34,348 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:39,371 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:44,381 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:49,383 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:54,385 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:13:59,388 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:04,397 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:09,422 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:14,425 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:19,428 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:24,434 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:29,437 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:34,439 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:39,448 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:44,451 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:49,453 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:54,456 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:14:59,459 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:04,462 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:09,472 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:14,473 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:19,475 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:24,477 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:29,532 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:34,535 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:39,547 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:44,550 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:49,552 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:54,556 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:15:59,559 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['meca', 'ot2']
2025-07-28 10:16:04,561 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:09,574 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:14,577 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:19,579 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:24,583 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:29,586 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:34,588 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:39,597 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:44,603 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:49,605 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:54,609 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:16:59,612 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:04,615 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:09,642 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:14,648 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:19,652 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:24,657 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:29,663 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:34,668 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:39,681 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:44,686 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:49,690 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:54,692 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:17:59,695 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:18:04,698 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:18:09,716 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:18:14,720 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
2025-07-28 10:18:19,724 - orchestrator - WARNING - _monitor_system_status:397 - Robots needing attention: ['ot2']
